IMO No,Class No,Ship Name,MoU,Ship Risk Profile,Inspection Selection Scheme,Last Periodical Survey,Update Date
9595618,1276914,C. INNOVATOR,Paris,High,Priority I,2025-08-19,2025-09-15
9595618,1276914,C. INNOVATOR,Tokyo,Low,Priority II,2025-08-19,2025-09-15
9595620,1300002,C. CHALLENGER,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9595620,1300002,C. CHALLENGER,Paris,Standard,Priority I,2025-09-04,2025-09-15
9595620,1300002,C. CHALLENGER,Tokyo,High,Priority I,2025-09-04,2025-09-15
9595735,1277107,CAPETAN COSTAS S,USCG,PSC B,Priority I,2025-09-09,2025-09-15
9595735,1277107,CAPETAN COSTAS S,Paris,Standard,Priority I,2025-09-09,2025-09-15
9595735,1277107,CAPETAN COSTAS S,Tokyo,Standard,Priority II,2025-09-09,2025-09-15
9595759,1172835,THEOMETOR,USCG,PSC B,Priority I,2025-06-08,2025-09-15
9595759,1172835,THEOMETOR,Paris,Standard,Priority I,2025-06-08,2025-09-15
9595759,1172835,THEOMETOR,Tokyo,High,No Priority,2025-06-08,2025-09-15
9595761,1173065,THEOTOKOS,USCG,PSC B,Priority I,2025-05-06,2025-09-15
9595761,1173065,THEOTOKOS,Paris,Standard,Priority I,2025-05-06,2025-09-15
9595761,1173065,THEOTOKOS,Tokyo,High,No Priority,2025-05-06,2025-09-15
9595797,1274543,SKY HOPE,USCG,PSC B,Priority I,2025-03-19,2025-09-15
9595797,1274543,SKY HOPE,Paris,Standard,Priority I,2025-03-19,2025-09-15
9595797,1274543,SKY HOPE,Tokyo,Standard,No Priority,2025-03-19,2025-09-15
9595802,1275218,SKY FLOWER,USCG,PSC B,Priority I,2025-04-05,2025-09-15
9595802,1275218,SKY FLOWER,Paris,Standard,Priority I,2025-04-05,2025-09-15
9595802,1275218,SKY FLOWER,Tokyo,Standard,No Priority,2025-04-05,2025-09-15
9595864,1173599,CK ANGIE,USCG,PSC B,No Priority,2025-07-13,2025-09-15
9595864,1173599,CK ANGIE,Paris,High,No Priority,2025-07-13,2025-09-15
9595864,1173599,CK ANGIE,Tokyo,High,Priority II,2025-07-13,2025-09-15
9595876,1173682,CK BLUEBELL,USCG,PSC B,Priority I,2025-08-25,2025-09-15
9595876,1173682,CK BLUEBELL,Paris,High,Priority I,2025-08-25,2025-09-15
9595876,1173682,CK BLUEBELL,Tokyo,Standard,No Priority,2025-08-25,2025-09-15
9596911,1100028,SINCERE,USCG,PSC B,Priority I,2025-07-26,2025-09-15
9596911,1100028,SINCERE,Paris,Standard,Priority I,2025-07-26,2025-09-15
9596911,1100028,SINCERE,Tokyo,Standard,No Priority,2025-07-26,2025-09-15
9597111,1200030,WP BRAVE,USCG,PSC B,Priority I,2025-08-02,2025-09-15
9597111,1200030,WP BRAVE,Paris,High,Priority I,2025-08-02,2025-09-15
9597111,1200030,WP BRAVE,Tokyo,High,Priority II,2025-08-02,2025-09-15
9597680,1200023,JOO HYE,USCG,PSC B,Priority I,2025-09-05,2025-09-15
9597680,1200023,JOO HYE,Paris,Standard,Priority I,2025-09-05,2025-09-15
9597680,1200023,JOO HYE,Tokyo,Standard,Priority II,2025-09-05,2025-09-15
9597745,1277664,HL ESPERANCE,USCG,PSC B,Priority I,2025-08-04,2025-09-15
9597745,1277664,HL ESPERANCE,Paris,Standard,Priority I,2025-08-04,2025-09-15
9597745,1277664,HL ESPERANCE,Tokyo,Standard,Priority II,2025-08-04,2025-09-15
9597795,1173233,TINOS,USCG,PSC B,Priority I,2025-08-01,2025-09-15
9597795,1173233,TINOS,Paris,Standard,No Priority,2025-08-01,2025-09-15
9597795,1173233,TINOS,Tokyo,Standard,Priority II,2025-08-01,2025-09-15
9597800,1173344,SYROS I,USCG,PSC B,Priority I,2025-07-28,2025-09-15
9597800,1173344,SYROS I,Paris,Low,No Priority,2025-07-28,2025-09-15
9597800,1173344,SYROS I,Tokyo,High,Priority I,2025-07-28,2025-09-15
9597824,1172789,WINNING SPIRIT,USCG,PSC B,Priority I,2025-07-17,2025-09-15
9597824,1172789,WINNING SPIRIT,Paris,Standard,Priority I,2025-07-17,2025-09-15
9597824,1172789,WINNING SPIRIT,Tokyo,Standard,Priority I,2025-07-17,2025-09-15
9598995,1100066,ETHRA DIAMOND,USCG,PSC B,Priority I,2025-08-26,2025-09-15
9598995,1100066,ETHRA DIAMOND,Paris,Standard,Priority I,2025-08-26,2025-09-15
9598995,1100066,ETHRA DIAMOND,Tokyo,Low,Priority II,2025-08-26,2025-09-15
9599626,1100055,MOUNT TAI 1,USCG,PSC B,Priority I,2025-04-24,2025-09-15
9599626,1100055,MOUNT TAI 1,Paris,Standard,Priority I,2025-04-24,2025-09-15
9599626,1100055,MOUNT TAI 1,Tokyo,High,No Priority,2025-04-24,2025-09-15
9600217,1100013,SEACON VICTORY,USCG,PSC B,Priority I,2025-08-28,2025-09-15
9600217,1100013,SEACON VICTORY,Paris,Standard,Priority I,2025-08-28,2025-09-15
9600217,1100013,SEACON VICTORY,Tokyo,Standard,No Priority,2025-08-28,2025-09-15
9601584,1174057,MUGUNGHWA NO.1,USCG,PSC B,Priority I,2025-06-09,2025-09-15
9601584,1174057,MUGUNGHWA NO.1,Paris,Standard,Priority I,2025-06-09,2025-09-15
9601584,1174057,MUGUNGHWA NO.1,Tokyo,Standard,Priority I,2025-06-09,2025-09-15
9601601,1171599,WOOHYUN GREEN,USCG,PSC B,Priority I,2025-04-08,2025-09-15
9601601,1171599,WOOHYUN GREEN,Paris,Standard,Priority I,2025-04-08,2025-09-15
9601601,1171599,WOOHYUN GREEN,Tokyo,Low,No Priority,2025-04-08,2025-09-15
9602148,1172529,SINOKOR SUNRISE,USCG,PSC B,Priority I,2025-09-11,2025-09-15
9602148,1172529,SINOKOR SUNRISE,Paris,High,Priority I,2025-09-11,2025-09-15
9602148,1172529,SINOKOR SUNRISE,Tokyo,High,No Priority,2025-09-11,2025-09-15
9602837,1200022,BAO LUCKY,USCG,PSC B,Priority I,2025-01-19,2025-09-15
9602837,1200022,BAO LUCKY,Paris,Standard,Priority I,2025-01-19,2025-09-15
9602837,1200022,BAO LUCKY,Tokyo,Standard,No Priority,2025-01-19,2025-09-15
9604392,1300125,GENEVI,USCG,PSC C,No Priority,2025-03-14,2025-09-15
9604392,1300125,GENEVI,Paris,Standard,Priority I,2025-03-14,2025-09-15
9604392,1300125,GENEVI,Tokyo,Low,Priority I,2025-03-14,2025-09-15
9604419,1275779,BK ALICE,USCG,PSC B,Priority I,2025-06-19,2025-09-15
9604419,1275779,BK ALICE,Paris,High,Priority I,2025-06-19,2025-09-15
9604419,1275779,BK ALICE,Tokyo,Standard,No Priority,2025-06-19,2025-09-15
9604732,1100076,EMMANOUIL,USCG,PSC B,Priority I,2025-09-14,2025-09-15
9604732,1100076,EMMANOUIL,Paris,Standard,Priority I,2025-09-14,2025-09-15
9604732,1100076,EMMANOUIL,Tokyo,High,No Priority,2025-09-14,2025-09-15
9604859,1173875,MARIANNE STOEGER,USCG,PSC B,Priority I,2025-07-22,2025-09-15
9604859,1173875,MARIANNE STOEGER,Paris,High,Priority I,2025-07-22,2025-09-15
9604859,1173875,MARIANNE STOEGER,Tokyo,Standard,No Priority,2025-07-22,2025-09-15
9604861,1274118,MARGRETH PISSAREK,USCG,PSC B,Priority I,2025-08-13,2025-09-15
9604861,1274118,MARGRETH PISSAREK,Paris,High,Priority I,2025-08-13,2025-09-15
9604861,1274118,MARGRETH PISSAREK,Tokyo,High,Priority II,2025-08-13,2025-09-15
9605059,1200058,GOLDEN FLAME,USCG,PSC B,Priority I,2025-06-30,2025-09-15
9605059,1200058,GOLDEN FLAME,Paris,High,Priority I,2025-06-30,2025-09-15
9605059,1200058,GOLDEN FLAME,Tokyo,High,No Priority,2025-06-30,2025-09-15
9605190,1276318,C. INFINITY,USCG,PSC B,Priority I,2025-08-15,2025-09-15
9605190,1276318,C. INFINITY,Paris,Standard,Priority I,2025-08-15,2025-09-15
9605190,1276318,C. INFINITY,Tokyo,High,Priority I,2025-08-15,2025-09-15
9605205,1276709,C. PROGRESS,USCG,PSC B,Priority I,2025-06-21,2025-09-15
9605205,1276709,C. PROGRESS,Paris,Standard,Priority I,2025-06-21,2025-09-15
9605205,1276709,C. PROGRESS,Tokyo,High,Priority I,2025-06-21,2025-09-15
9605724,1274161,PACIFIC ACE,USCG,PSC B,Priority I,2025-08-21,2025-09-15
9605724,1274161,PACIFIC ACE,Paris,Standard,Priority I,2025-08-21,2025-09-15
9605724,1274161,PACIFIC ACE,Tokyo,Standard,Priority I,2025-08-21,2025-09-15
9605736,1276488,PACIFIC PRIDE,USCG,PSC B,Priority I,2025-09-15,2025-09-15
9605736,1276488,PACIFIC PRIDE,Paris,Standard,Priority I,2025-09-15,2025-09-15
9605736,1276488,PACIFIC PRIDE,Tokyo,Standard,No Priority,2025-09-15,2025-09-15
9605994,1300122,WOOHYUN STAR,USCG,PSC B,Priority I,2025-06-23,2025-09-15
9605994,1300122,WOOHYUN STAR,Paris,Standard,Priority I,2025-06-23,2025-09-15
9605994,1300122,WOOHYUN STAR,Tokyo,Low,No Priority,2025-06-23,2025-09-15
9606039,1400130,SHINSUNG CLEVER,USCG,PSC B,No Priority,2025-09-01,2025-09-15
9606039,1400130,SHINSUNG CLEVER,Paris,Standard,Priority II,2025-09-01,2025-09-15
9606039,1400130,SHINSUNG CLEVER,Tokyo,Standard,No Priority,2025-09-01,2025-09-15
9606041,1500120,SHINSUNG ACCORD,USCG,PSC B,No Priority,2025-07-24,2025-09-15
9606041,1500120,SHINSUNG ACCORD,Paris,Standard,No Priority,2025-07-24,2025-09-15
9606041,1500120,SHINSUNG ACCORD,Tokyo,Standard,Priority I,2025-07-24,2025-09-15
9607007,1276421,GLOVIS MELODY,USCG,PSC B,Priority I,2025-03-31,2025-09-15
9607007,1276421,GLOVIS MELODY,Paris,High,Priority I,2025-03-31,2025-09-15
9607007,1276421,GLOVIS MELODY,Tokyo,High,No Priority,2025-03-31,2025-09-15
9607019,1300006,GLOVIS MAPLE,USCG,PSC B,Priority I,2025-06-26,2025-09-15
9607019,1300006,GLOVIS MAPLE,Paris,High,No Priority,2025-06-26,2025-09-15
9607019,1300006,GLOVIS MAPLE,Tokyo,High,Priority I,2025-06-26,2025-09-15
9609677,1200059,HELI,USCG,PSC B,Priority I,2025-07-12,2025-09-15
9609677,1200059,HELI,Paris,High,Priority I,2025-07-12,2025-09-15
9609677,1200059,HELI,Tokyo,High,Priority I,2025-07-12,2025-09-15
9610561,1300091,DAEBO GLADSTONE,USCG,PSC B,Priority I,2025-07-14,2025-09-15
9610561,1300091,DAEBO GLADSTONE,Paris,Standard,Priority I,2025-07-14,2025-09-15
9610561,1300091,DAEBO GLADSTONE,Tokyo,Standard,Priority II,2025-07-14,2025-09-15
9611498,1172966,T SYMPHONY,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9611498,1172966,T SYMPHONY,Paris,Standard,No Priority,2025-09-04,2025-09-15
9611498,1172966,T SYMPHONY,Tokyo,High,No Priority,2025-09-04,2025-09-15
9611503,1174094,T PRIME,USCG,PSC B,Priority I,2025-09-06,2025-09-15
9611503,1174094,T PRIME,Paris,Standard,Priority I,2025-09-06,2025-09-15
9611503,1174094,T PRIME,Tokyo,High,Priority I,2025-09-06,2025-09-15
9611773,1100063,JN RUBY,USCG,PSC B,Priority I,2025-09-09,2025-09-15
9611773,1100063,JN RUBY,Paris,Standard,Priority I,2025-09-09,2025-09-15
9611773,1100063,JN RUBY,Tokyo,High,Priority II,2025-09-09,2025-09-15
9611955,1300013,G. SWAN,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9611955,1300013,G. SWAN,Paris,Standard,Priority I,2025-09-10,2025-09-15
9611955,1300013,G. SWAN,Tokyo,High,Priority I,2025-09-10,2025-09-15
9612131,1200060,SIGMA VENTURE,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9612131,1200060,SIGMA VENTURE,Paris,High,Priority I,2025-09-04,2025-09-15
9612131,1200060,SIGMA VENTURE,Tokyo,High,Priority II,2025-09-04,2025-09-15
9612466,1100070,TAIHAI 1,USCG,PSC B,Priority I,2025-07-22,2025-09-15
